URL,Content creator,Username,Date added,Ads in Live,Facebook Page followers,Language,Blue verification,Videos published in the last 7 days,Median views per video (28 days)
www.facebook.com/100141285764968,ঈদগাঁও বার্তা টিভি,Eidgahbartatv,2022-09-14,no,29695,Bengali,no,1,7552
www.facebook.com/100141286429262,Kaka Rider,,2023-09-07,no,19819,English,no,1,753
www.facebook.com/100141286759306,林國慶,,2023-05-08,no,41795,Chinese,no,0,4569
www.facebook.com/100141296239413,Janina Biendarra,janina.biendarra,2023-09-26,no,65786,Polish,no,3,438
www.facebook.com/100141299583671,Roi Vence Lauro,roivence,2023-04-18,no,6663,English,no,0,294
www.facebook.com/100141332983040,胖嘟嘟 大仁仁,,2023-03-31,no,10162,Chinese,no,8,606
www.facebook.com/100141346521999,อีสาน บ้านนา,,2023-10-03,no,10458,Thai,no,9,135
www.facebook.com/100141353018615,Rhaka Hermawan,hermawan.ypki,2023-04-01,no,14360,Indonesian,no,0,0
www.facebook.com/100141429686672,Bhebz Monica Beltran,bebe.remar.5,2023-03-05,no,71132,English,no,18,210
www.facebook.com/100141436299093,Mudasir Ahmad,mudasirahmad8981,2023-08-30,no,7825,English,no,3,517
www.facebook.com/100141455743096,Mario y Paul,MarioYPaulOficial,2023-04-27,no,11579,Spanish,no,4,3842
www.facebook.com/100141486430371,Coin Pusher,,2023-09-02,no,10804,,no,0,94
www.facebook.com/100141526318254,Hiyaa Kalita,kangki.kalita,2023-04-18,no,21692,English,no,0,0
www.facebook.com/100141552946455,Giolevin Greganda Ordiales,giolevin.ordiales,2023-06-05,no,6209,English,no,3,0
www.facebook.com/100141559632110,Jose Vicente Rojas Quiñones,josevicente.rojasquinones,2023-02-15,no,6184,Spanish,no,0,0
www.facebook.com/100141563128879,Rhea Fernandez,sophia.marcel,2023-08-16,no,8846,English,no,1,283
www.facebook.com/100141569474046,Assames eating challenge,,2023-08-28,no,15004,Hindi,no,10,21
www.facebook.com/100141668159112,PE Stream,pestream,2023-08-12,yes,3699,Indonesian,no,12,67
www.facebook.com/100141735883351,ช่างวิทย์ เลิงนกทา อิเล็กทรอนิกส์,,2023-08-16,no,68502,Thai,no,27,3235
www.facebook.com/100141758478974,Pofe,donpofezor,2020-12-17,no,17483,Spanish,no,0,0
www.facebook.com/100141765274099,Jannat Fashion,JannatFashionmh,2023-06-19,no,56943,Bengali,no,8,4142
www.facebook.com/100141792953693,Bijay Dancepage,streetpopping.bijay,2023-09-07,no,10232,English,no,5,714
www.facebook.com/100141822475034,جماعة تيوغزة,Communetioughza,2023-08-02,no,5728,Arabic,no,1,19627
www.facebook.com/100141879840190,ประนอม จิตโส,,2023-09-18,no,5398,Thai,no,1,112
www.facebook.com/100141886329550,Jelsy Ruiz,,2023-04-27,no,212530,Spanish,no,5,82852
www.facebook.com/100141926195954,Soy JoannSe,LaPervesaOfi,2023-05-10,no,15395,Spanish,no,0,7742
www.facebook.com/100141929373841,Shannon Washington,shannon.washington.355,2023-04-01,no,59801,English,no,0,507
www.facebook.com/100141934793272,SkyFox Games,skyfoxgamesofc,2022-12-24,no,11034,Portuguese,no,0,0
www.facebook.com/100141982535071,Kween Kita,KweenKita1,2023-09-28,no,7309,English,no,4,198
www.facebook.com/100142025526134,El Chute TV,ElChuteTV,2023-09-25,no,5660,Spanish,no,2,95543
www.facebook.com/100142112413316,Mydiary,,2023-06-12,no,8914,Urdu,no,0,0
www.facebook.com/100142142212108,VOKO GANG,vokogang0,2023-05-01,no,85076,Bengali,no,1,12088
www.facebook.com/100142154927006,Miriam Mejía - Nutrióloga,miriammejianutriologa,2023-04-16,no,113693,Spanish,no,0,0
www.facebook.com/100142169806937,Payel's khelaghor,,2023-09-04,no,5659,,no,0,150
www.facebook.com/100142171363414,Gaming Hawk,GamingHawk07,2023-08-21,no,151931,English,no,33,1847
www.facebook.com/100142183021405,Aldrin Songcayawon,aldrin.songcayawon.3,2023-07-11,no,7295,English,no,7,66
www.facebook.com/100142219244022,Luxury Cars Lover1,,2023-07-14,no,10098,English,no,6,4
www.facebook.com/100142243010280,Sk Asif,sk.asif.9843,2023-09-08,no,5330,English,no,0,0
www.facebook.com/100142252926559,Glory Natalia,glory.natalia.3,2023-09-13,no,6494,Indonesian,no,3,0
www.facebook.com/100142252933159,Mary Ann Alberto Cervantes,markmary170326,2023-09-10,no,7443,English,no,4,210
www.facebook.com/100142291386447,Thahison Acteur,Thahisonacteur,2023-08-20,no,93343,French,no,7,8642
www.facebook.com/100142296243449,Dindo Caraig,dindocaraigg,2023-09-14,no,45495,English,no,0,0
www.facebook.com/100142328377518,Cole and Abbie,coleandabbie,2022-02-19,yes,1095894,English,no,14,185234
www.facebook.com/100142358144882,La mamá del masta,Lamamadelmasta,2023-07-17,no,51254,Spanish,no,1,10607
www.facebook.com/100142368070754,ஜெகதீஸ் போட்டோகிராபி KKC,JAGADEESPHOTOGRAPHYKKC,2022-05-01,no,32861,Tamil,no,6,6834
www.facebook.com/100142409381284,Evangelista Jassiel Canales,,2023-04-23,no,7424,Spanish,no,1,1493
www.facebook.com/100142411856867,Samantha Sánchez,SamanthaSanchezOficial,2023-10-02,no,4708,Spanish,yes,0,0
www.facebook.com/100142452914001,Diganta Bordoloi,diganta.boishnab,2023-09-07,no,10367,English,no,0,91
www.facebook.com/100142463075056,Alvin Pingot Durilag,alvindurilag35,2023-09-09,no,15469,English,no,4,141
www.facebook.com/100142526219298,Hope,,2023-07-24,no,7320,,no,1,371
www.facebook.com/100142556245962,Angga Riski Pratama,riski.kechiel.86,2023-09-30,no,5850,Indonesian,no,5,23
www.facebook.com/100142559747011,Jafar Suarjana,jafar.senlonge,2023-08-02,no,7320,Indonesian,no,0,923
www.facebook.com/100142569746102,Manuel Perez,,2023-08-29,no,6404,Spanish,no,1,996
www.facebook.com/100142572802211,Pedro,,2023-02-27,no,11409,Spanish,no,1,6119
www.facebook.com/100142572980841,Tamanna Singh,tamanna.kher,2023-04-23,no,18372,English,no,0,380
www.facebook.com/100142608245382,เอ็กซ์ มุกดา พาเลาะ,panuwatEx,2023-07-24,no,14629,Thai,no,1,10205
www.facebook.com/100142619785819,พุ่มรี โคเลซาวด์,,2023-08-16,no,9371,Thai,no,1,411
www.facebook.com/1001426283272070,Rup Fashion point,Rupfashionpoint,2023-04-22,no,406787,English,no,10,3143
www.facebook.com/100142649689980,Adelaida Eje,,2023-09-05,no,6550,English,no,14,169
www.facebook.com/100142652869824,N.J. MEDIA,,2023-08-13,no,10793,Assamese,no,125,79
www.facebook.com/100142681510395,Art of Handicraft,artofhandicraft,2023-04-23,no,79476,English,no,1,290
www.facebook.com/100142681960097,Radio Contacto 98.9 Fm,RadioContacto98.9Fm,2023-08-15,no,17971,Spanish,no,4,568
www.facebook.com/100142699587373,Rhoj Georpe Laporte,andyrhojkevin,2023-08-01,no,9371,English,no,5,362
www.facebook.com/100142702964986,MR Microsoft Office - Ahmed Adel,MR.MicrosoftOffice.AhmedAdel,2023-04-27,no,47798,English,no,2,43
www.facebook.com/100142729594011,Beb Itawan,,2023-08-29,no,12319,English,no,7,92
www.facebook.com/100142744880729,Ethel Booba,ethelbooba2020,2020-04-26,yes,1577862,Tagalog,no,0,27630
www.facebook.com/100142802917511,Gemma Milud,gemma.milud,2023-06-05,no,5451,French,no,1,61
www.facebook.com/100142802988524,Jeevan Shakti Hospital,jeevanshaktihospitalofficial,2023-07-24,no,133895,,no,1,455
www.facebook.com/100142806010662,BroRin,,2023-09-03,yes,10679,,no,0,0
www.facebook.com/100142812183557,Pretty pumpkin,,2022-10-27,yes,71430,English,no,16,7754
www.facebook.com/100142840161003,Billy Gene Is A.I. & XR Marketing,billygeneismarketing,2023-08-28,no,185782,English,yes,0,0
www.facebook.com/100142846235944,Tamim Hasan,tamim.redoy,2023-05-05,no,14912,English,no,0,73
www.facebook.com/100142875664179,Zonex TV,zonextv,2023-01-13,yes,60069,English,no,4,300
www.facebook.com/100142886434551,Kitrak sports,,2023-07-03,yes,9106,,no,0,0
www.facebook.com/100142918352585,اخصائي نفسي في بيتك Rasha Ahmed,,2023-04-16,no,31733,Arabic,no,1,114
www.facebook.com/100142926047687,GAMER AYESA,Ayesaff,2023-09-08,yes,22912,Hindi,no,0,0
www.facebook.com/100142949834885,Kaylee Mcguire,,2023-09-14,no,10301,English,no,0,0
www.facebook.com/100142953021294,Jenalyn Mondido,jenalyn.mondido,2023-07-23,no,14566,English,no,0,391
www.facebook.com/100143008874982,Ibtissam Enadir ابتسام النظير,ibtissamenadir1,2023-04-16,no,73331,Arabic,no,0,0
www.facebook.com/100143046210219,The Cob untold,,2023-04-16,no,23652,,no,8,4698
www.facebook.com/100143089151118,Madam Tonyang,madamtonyangvlogs,2023-09-11,no,190246,Tagalog,no,10,158134
www.facebook.com/100143129362258,SportBox,sportboxweb,2023-03-22,no,27560,Turkish,no,2,1993
www.facebook.com/100143143016953,Jacky Lapiz Lapiz Labajo,jacquelou.labajo.7,2023-07-11,no,7771,English,no,12,91
www.facebook.com/100143166249004,Rho D Lirfo,rHoXiimi14,2023-09-12,no,10130,English,no,3,86
www.facebook.com/100143195049077,Roma Producciones,ROMAPRODUCCIONES12,2023-08-02,no,8558,Spanish,no,0,514
www.facebook.com/100143196345044,Thika Natasha,,2023-05-24,no,8474,Indonesian,no,0,0
www.facebook.com/100143203054773,MD Nashiruddin Chowduri,hmnasir.hosaen.1,2023-07-20,no,8296,Bengali,no,7,24
www.facebook.com/100143315715524,บ่าวอุดร ลูกอีสานพลัดถิ่น,baoudonpao,2023-04-22,yes,355711,Thai,no,12,295172
www.facebook.com/100143326200113,Yesenia Garcia,,2023-07-26,no,174586,Chinese,no,0,0
www.facebook.com/100143328627690,Tasty Khana official,TastyKhanaOfficial,2021-09-01,no,51371,English,no,0,0
www.facebook.com/100143362349704,Propósito Pentecostal,ProPentecostal,2023-07-18,no,121038,Spanish,no,4,10094
www.facebook.com/100143409600924,Bernard Vanguardia,bernardallan.vanguardia,2023-02-18,no,6975,English,no,0,0
www.facebook.com/100143464760332,อร่อยมากเลย,aroymakloei,2023-04-23,no,975898,Thai,no,6,53295
www.facebook.com/100143483079771,Thongjan Montreepratom,thongjan.montreepratom,2023-10-05,no,32758,Thai,no,8,319
www.facebook.com/100143513006973,Marupok Vlogs,marupokako2023,2023-04-23,no,5816,English,no,0,0
www.facebook.com/100143552917791,John Christian Pada,JcPadaChristian,2023-06-19,no,13313,English,no,0,32
www.facebook.com/100143592963353,Choudhary Uzair Hasan,choudharyfarman.hasan.3,2023-10-01,no,77393,English,no,0,0
www.facebook.com/100143593003317,Milagro Reyes,chita.aguilar.79,2023-03-02,no,768504,Spanish,no,3,8091
www.facebook.com/100143632927937,DjDark Kent,THEDJDARKKENT,2023-04-23,no,5399,,no,0,0
www.facebook.com/100143648406602,বাৰ্তা  A To Z,bartaatoznews,2022-08-27,no,24188,Assamese,no,42,1694
www.facebook.com/100143656243648,วีระยุทธ ทรงจิตร,,2023-09-04,no,5608,Thai,no,1,456
www.facebook.com/100143678409928,Faruk Car Polish - ফারুক কার পালিশ,farukcarpolish88,2023-08-11,no,9292,Bengali,no,1,182
www.facebook.com/100143683080355,Res Nullius,kent.volleyball,2023-05-24,no,12961,English,no,0,349
www.facebook.com/100143725554062,Elaine preloved shoes,lynmel25,2023-06-19,no,6918,English,no,1,1622
www.facebook.com/100143758853942,Merbo7a,white444familyyt,2023-09-11,no,148805,Arabic,no,6,15099
www.facebook.com/100143786312726,Esshu Elegua,,2023-08-29,no,54004,,no,0,1429
www.facebook.com/100143796242215,Jackpotsonline,Jackpotsonline,2023-08-09,no,6633,,no,13,416
www.facebook.com/100143796252642,Md Kawsar Hosen,meherab.islamjoy.7,2023-05-24,no,6302,English,no,0,0
www.facebook.com/100143796359802,Mol Lharcha,,2023-08-02,no,13383,Arabic,no,6,54
www.facebook.com/100143815720562,Drew Binsky Bahasa Indonesia,drewbinskybahasaindonesia,2021-10-12,no,60051,Indonesian,no,0,0
www.facebook.com/100143862988905,ประสพ โชค,,2023-05-24,no,147462,Thai,no,8,5501
www.facebook.com/100143869799953,Abhishek Nandan Jha,abhishek.nandan.104,2023-09-13,no,14662,English,no,0,0
www.facebook.com/100143895122261,Saba Khan Writes,SabaTips786,2023-02-09,no,391988,Urdu,no,4,2413
www.facebook.com/100143956010409,Hossam Elnakib,Hossamelnakibb,2022-11-08,no,533513,Arabic,no,0,0
www.facebook.com/100144002105803,Danielita bautista,Danibautista04,2023-07-11,no,302954,Spanish,no,0,12467
www.facebook.com/100144011918446,Aiza Abella,TeamAizaAbella,2023-07-24,no,10206,Tagalog,no,0,103
www.facebook.com/100144028907295,Life Fishing Stories FC,MUMMIE2534,2023-09-21,no,5502,Thai,no,1,4209
www.facebook.com/100144046268364,JD Mitch,michijoys,2023-09-04,no,12165,English,no,3,172
www.facebook.com/100144062953257,Mahin Farmand,mahin.farmand,2023-09-27,no,10948,English,no,0,0
www.facebook.com/100144073030632,Hardik Parmar,hardik.parmar.921,2023-07-11,no,9400,Hindi,no,0,0
www.facebook.com/100144095559098,Maryurivilla,Cielodeangeles26,2021-12-14,yes,136444,Spanish,no,7,20050
www.facebook.com/100144106264803,Silvania Lemo da Silva,silvania.lemodasilva,2023-07-11,no,156033,Portuguese,no,0,0
www.facebook.com/100144109561919,Amey Bhosale,,2023-04-27,no,81518,English,no,0,0
www.facebook.com/100144115372588,Elegant Beauty,,2022-09-29,no,97908,Spanish,no,5,2489
www.facebook.com/100144143118563,Saqr Qurasih - صقر قريش,s9racm3,2023-07-24,no,13191,,no,0,0
www.facebook.com/100144149688578,Hridoy Hasan,ridoy.hassan.1671,2023-08-20,no,6045,English,no,0,0
www.facebook.com/100144219579157,منص فلكس,,2023-08-05,no,750822,Arabic,no,0,0
www.facebook.com/100144266501073,Minte Elysia,,2023-08-28,no,10255,English,no,0,61
www.facebook.com/100144409583134,Ar-s Raíhan Moñdol,ARS.mondol,2023-04-18,no,14605,English,no,0,318
www.facebook.com/100144426476338,Viral fever3,,2023-09-24,no,4735,Hindi,no,0,197
www.facebook.com/100144428927062,Eshi talukder,EshiTalukder1,2023-10-02,no,33004,Bengali,no,0,13399
www.facebook.com/100144432481698,Lkrapa 33,lkerapa,2023-09-06,no,37805,Arabic,no,1,3609
www.facebook.com/100144462966494,Lardabiah Bianca Rodrigues,bimaycon,2023-04-23,no,5969,Portuguese,no,0,0
www.facebook.com/100144463157963,Melanie L Arcenio,sanem.ozdemer.7,2023-09-14,no,7929,English,no,2,37
www.facebook.com/100144468849034,بيت الريف المصري bayt alriyf almisri,,2023-07-11,yes,353063,Arabic,no,40,32529
www.facebook.com/100144469592820,Fouad Fodil,fouad.fadil.3,2023-08-02,no,7973,Arabic,no,6,319
www.facebook.com/100144489741856,Che Bautista Dimafelix,QueeNoooo26,2023-06-19,no,5705,English,no,1,0
www.facebook.com/100144509778577,Jay arjay,PlayTopHistoria,2023-08-22,no,15612,Portuguese,no,2,69018
www.facebook.com/100144512924456,Shakyarra Jones,shakyarra.jones,2023-02-22,no,10266,,no,0,360
www.facebook.com/100144538874015,Sisame Street Sessions,sisamestreetsesh,2023-04-23,no,15119,English,no,0,0
www.facebook.com/100144582757481,Somnath Mukherjee,somaicreation,2023-09-06,no,17312,Bengali,no,5,111
www.facebook.com/1001445833381776,SmashOTG,SmashOTG,2023-08-18,yes,1716,English,no,0,0
www.facebook.com/100144612996629,Ñëws Chopra,abutaher.taher.50767,2023-06-29,no,9298,Bengali,no,47,634
www.facebook.com/100144625539284,71 Motion Pictures,71motionpictures0,2023-04-27,no,37582,English,no,0,19574
www.facebook.com/100144696387730,Youssef Attalla,youssefattallayoussef,2023-09-26,no,27986,English,no,0,363
www.facebook.com/100144703080985,Bhupinder SidHu,bhupindersidhu.bhupindersidhu,2023-08-28,no,5475,English,no,2,600
www.facebook.com/100144734776312,دكتورة نهال سلامة - أخصائية طب الأطفال و حديثى الولادة,nehalsalama.clinic,2023-05-24,no,59948,Arabic,no,1,135
www.facebook.com/100144752912180,Justin Bautista Solis,justin.bautista.9822,2023-02-10,no,43898,English,no,2,178
www.facebook.com/100144759320771,Tiger Fitness Club,tigerfitnessclub8989,2023-08-16,no,6623,English,no,0,0
www.facebook.com/100144792927462,Dulce Mariana Miranda Trejo,dulcemariana.mirandatrejo,2023-09-02,no,10162,Spanish,no,0,0
www.facebook.com/100144809514889,কাঠগোলাপ অনলাইন শপ ০২,kathgolaponlineshop02,2023-07-28,no,45772,Bengali,no,1,1825
www.facebook.com/100144831939631,Sarah kh,,2023-06-06,yes,17838,Arabic,no,0,3770
www.facebook.com/100144878800680,ABN_Homs_أبن حمص,,2023-04-22,yes,25614,Arabic,no,0,0
www.facebook.com/100144926255916,Ai-Ai Dasigan Dordas,aizkie2020,2023-04-27,no,11767,English,no,2,206
www.facebook.com/100144955737543,AʀᴋʏPɪʟᴀ GO,,2023-04-22,yes,26597,English,no,44,1421
www.facebook.com/100144989613341,Md Kalam,,2023-06-29,no,5836,English,no,0,0
www.facebook.com/100145012938407,Edalyn Devierte Ballentes,nylade.etreived,2023-06-29,no,7373,English,no,2,238
www.facebook.com/100145015660863,Heneral luna Motovlog,Henerallunamotovlog,2023-03-20,no,185511,Tagalog,no,9,1801
www.facebook.com/100145022955071,শুভেন্দু শেখর মান্না,,2023-08-28,no,13910,Bengali,no,0,702
www.facebook.com/100145093132468,The Tv News,,2023-10-02,no,15225,Hindi,no,20,190
www.facebook.com/100145109637814,Charlie Sheen Show,,2023-09-04,no,10390,English,no,10,1450
www.facebook.com/100145143420998,S Moda,SModa.es,2020-01-08,no,556133,Spanish,yes,0,0
www.facebook.com/100145172957371,Karen Joy R. Mopia,karenjoy.ramos.52,2023-04-23,no,6978,English,no,3,139
www.facebook.com/100145176350607,Cortez Cath,flower.bloom24,2023-06-05,no,5690,Spanish,no,0,0
www.facebook.com/100145212911349,Ayman Amir,ayman.amir.77,2023-05-10,no,59108,Arabic,no,5,4139
www.facebook.com/100145219739615,Jose Hernandez,,2023-08-28,no,12417,Spanish,no,0,0
www.facebook.com/100145263016940,Angeline Montero,angeline.montero.315,2023-04-18,no,6462,English,no,1,94
www.facebook.com/100145278121257,Conexión,ConexionVillavo,2023-04-22,no,29506,Spanish,no,12,354
www.facebook.com/100145279674786,Inten Awalia,Zhyasheavrilia,2023-09-30,no,5102,Indonesian,no,12,289
www.facebook.com/100145295642655,The Aesthetic Rider,Souravbd30,2023-07-17,no,33771,Bengali,no,0,1418
www.facebook.com/100145296115673,Hotgyrl Harlee,hotgyrlharlee,2023-09-17,no,7672,English,no,1,21
www.facebook.com/100145308277138,Sham Rose Kitchen,ShamRoseNB,2023-08-02,no,18861,Arabic,no,2,52649
www.facebook.com/100145346314115,El Chivo Gring0,,2023-08-07,no,7953,,no,3,1610
www.facebook.com/100145359526895,Nurse Hokage Notes,nursehokage.n,2023-05-24,no,34476,English,no,0,0
www.facebook.com/100145381670581,"আশা "" The Hope """,AkhaTheHope,2023-07-21,no,49207,Assamese,no,5,15480
www.facebook.com/100145382927751,Liz Agemo,agemoliz,2023-08-17,no,15721,English,no,9,360
www.facebook.com/100145386261976,Abhay Pratap,abhaypratap12341234,2023-05-24,no,369778,English,no,0,0
www.facebook.com/100145389593570,Junior Siqueira,junior.siqueira.39794,2023-07-11,no,125081,Portuguese,no,10,1010
www.facebook.com/100145392928879,Bhardwaj Cricket Club,bhardwaj.club,2023-03-20,no,178742,English,no,0,11302
www.facebook.com/100145423023263,Irene Rocero Mataac,,2023-07-20,no,30606,English,no,0,0
www.facebook.com/100145458025121,Sansol Digital,sansoldigital,2022-08-07,no,235217,English,no,1,359465
www.facebook.com/100145479687032,Mary Joy Donato Salazar,joy.salazar.526,2023-04-27,no,7268,English,no,0,163
www.facebook.com/100145481972026,ENTRE Institute,ENTREInstitute,2023-07-11,no,21881,English,no,0,331
www.facebook.com/100145559691187,ซาร่า พารวย,warintip.sinthai.96,2023-10-01,no,5611,Thai,no,38,6
www.facebook.com/100145586203015,Ibrahim BN,ibrahimaychan,2023-06-27,no,81310,Swedish,no,41,43
www.facebook.com/100145601808058,La Voz del Pueblo,lavozdelpuebloCuenca,2023-07-11,no,18060,Spanish,no,1,1260
www.facebook.com/100145611965320,Shah News Bihar,shahnewz01,2022-09-20,no,105534,Hindi,no,10,7567
www.facebook.com/1001456343285023,¿Que Pasa?,QuePasaNewsColombia,2023-09-21,no,134884,Spanish,no,27,4204
www.facebook.com/100145666274672,Cerado May,may.cerado,2023-07-24,no,9954,English,no,4,200
www.facebook.com/100145716245974,Ashraful Islam Molla,bari.robi.75,2023-09-02,no,6677,English,no,1,778
www.facebook.com/100145719736220,Gilbert Musa,gilbertmusa,2023-05-24,no,7417,English,no,0,0
www.facebook.com/100145729622729,Hannah Suelo,hannah.suelo.3,2023-06-29,no,17439,English,no,0,0
www.facebook.com/100145739083159,Rydelle Abarico,,2023-04-22,no,28464,English,no,0,0
www.facebook.com/100145762855989,Keatha Digital,keathangoeumkh,2023-04-22,no,41051,Khmer,no,1,2958
www.facebook.com/100145776179887,Angel Marie Harrell,angelhatfield16,2023-02-10,no,8468,English,no,0,0
www.facebook.com/100145782332212,Cantinho da preta s2,ServadoReiCristo,2023-05-24,no,18048,Portuguese,no,10,237
www.facebook.com/100145819509877,Mehedi Hasan Momin,mdmomin.eslam.733,2023-08-28,no,5208,Bengali,no,0,0
www.facebook.com/100145853042181,Roberto Franco,,2023-05-10,no,40459,Portuguese,no,0,0
www.facebook.com/100145903008261,Avijit Roy,avijit.roy.54922,2023-05-30,no,10674,English,no,0,0
www.facebook.com/100145911912891,Mahender ki comedy,mahendersingh1986,2023-09-15,no,27650,Hindi,no,2,2127
www.facebook.com/100145916417400,Clip 85,,2023-09-13,no,6795,,no,0,8986
www.facebook.com/100145941796178,Faysal Tune,FaysalTune1,2023-06-21,no,32324,Bengali,no,3,1055
www.facebook.com/100145965370924,اصلاح وتركيب اجهزة التلفاز والبرابول,abdsaylan,2023-08-30,no,15127,Arabic,no,0,0
www.facebook.com/100145982916796,Eivon Rueda,novilyn.rueda,2023-06-19,no,8677,English,no,1,192
www.facebook.com/100145986227765,Montakan Kaengraeng,opormtk,2023-10-02,no,396299,Thai,no,0,0
www.facebook.com/100146022919098,دواخل فابريكة,,2023-04-16,no,134705,Arabic,no,2,6090
www.facebook.com/100146055942602,ASMR Barber HALİL,,2023-07-11,no,145115,English,no,19,9767
www.facebook.com/100146079200542,Ashok Dawar,adivasivideosong,2023-08-28,no,12050,Bengali,no,0,85
www.facebook.com/100146098655879,Wargi Bentar,ngamumulesenitradisi,2023-08-18,no,11059,Sundanese,no,1,11470
www.facebook.com/100146169841682,ดาวิ สาวบ้านดอนหวานจ้วงจ้วง,,2023-10-03,no,12130,Thai,no,10,137
www.facebook.com/100146186205774,Singham tecnical,singhamtecnical,2023-07-18,no,12046,Hindi,no,2,72
www.facebook.com/100146245505213,Akhil - i am NOOB,INDAKHIL20,2022-10-01,yes,167949,English,no,11,22703
www.facebook.com/100146252617299,KJM LIVE - KJM Musical foundation - regd,kjmgoesliveagain,2023-02-15,no,7218,English,no,1,1317
www.facebook.com/100146292983089,Jennifer Maechler,jennifer.ndibe,2023-06-19,no,30112,English,no,2,113
www.facebook.com/100146312963351,Si Nang,melsky.arellano,2023-09-19,no,5158,English,no,8,150
www.facebook.com/100146312969118,Rosellie Robejes Barba,rosellie.barba,2023-09-26,no,6426,English,no,4,149
www.facebook.com/100146321601816,Thar Media Rajasthan,,2023-04-22,no,27589,Hindi,no,9,26043
www.facebook.com/100146322104215,A Face do Tempo,afacedotempo,2023-06-29,no,127430,Portuguese,no,3,4468
www.facebook.com/100146338103419,عبدالحكيم أبوعلم - abdelhakem aboalam,,2023-09-15,no,23495,Arabic,no,6,2023
www.facebook.com/100146339676505,Mary Gutierrez Ramirez,mary.gutierrezramirez.376,2023-06-05,no,5532,Spanish,no,2,37
www.facebook.com/100146345307907,Taylor W: Crime Show,taylorwcrimeshow,2023-05-16,no,16772,,no,0,0
www.facebook.com/100146371518029,Affoya world,,2023-08-31,no,9251,English,no,3,170
www.facebook.com/100146372911151,Victoria Bollinger,victoria.bollinger,2023-08-29,no,7090,Russian,no,5,106
www.facebook.com/100146386331442,Messy Chosen,,2023-05-21,no,10568,English,no,0,0
www.facebook.com/100146412934437,Enelyn Aricel,capricorn151996,2023-03-23,no,15274,English,no,0,0
www.facebook.com/100146471359413,المرنمة نورا مرزوق -Nora Marzouk,Elmornemanoramarzouk,2022-04-05,no,90329,Arabic,no,4,15909
www.facebook.com/100146472915174,দুষ্টু ছেলে জিৎ,,2023-09-21,no,6017,Bengali,no,6,8
www.facebook.com/100146486288783,Bonifacio De Paz Elipe,elipe.bonifacio,2023-04-18,no,5279,English,no,6,289
www.facebook.com/100146488946773,Rising Father,risingfathers,2023-04-27,no,40139,English,no,0,0
www.facebook.com/100146492912475,Cruz Infante Torres,,2023-06-19,no,13785,Spanish,no,1,154
www.facebook.com/100146529678887,Karina Lin,,2023-08-31,no,11182,English,no,80,519
www.facebook.com/100146582407060,VR SAROJ comedy,vrsarojcomedy,2023-08-02,no,5650,Hindi,no,2,1702
www.facebook.com/100146606287293,Knowledge in Less Time,,2023-08-29,no,46143,,no,7,433
www.facebook.com/100146623002314,ACHUTJALHING BULAN　BAWA　BINTANG　MENARI　IRINGI　LANGKAHKU　MALAM　HADIR　BAWA　DIRIKU　BERJUMPA　DENGANMU　DUA　HATI　SATU　TUJUAN　MELANGKAH　BERSAMA　CINTA　HADIR　BAWA　DIRIKU　MENYENTUH　INDAHNYA - II,,2023-09-25,no,8542,Indonesian,no,0,81
www.facebook.com/100146646330389,kajal joshi,,2023-09-19,no,164973,,no,11,32111
www.facebook.com/100146672915216,Rachid Vlog,mawachi1,2023-09-20,no,5143,Arabic,no,0,327
www.facebook.com/100146709595715,A Beybi Sirup,superman201622,2023-08-16,no,9428,Tagalog,no,8,65
www.facebook.com/100146746084430,Erick F. Pablo,eric.f.pablo,2023-08-20,no,5492,English,no,5,175
www.facebook.com/100146786291286,Rey Busano,reybuzbusano,2023-07-24,no,23382,English,no,13,216
www.facebook.com/100146792131700,New video,,2023-10-01,no,14124,Hindi,no,3,492
www.facebook.com/100146872965357,GayMark Mosqueda,gaymark.mosqueda,2023-09-24,no,6284,English,no,8,395
www.facebook.com/100146899630920,Alianii Montañer,AlyiaMontaner,2023-09-01,no,5492,English,no,0,0
www.facebook.com/100146906323197,Arvind Raj,,2023-02-17,no,8611,English,no,0,0
www.facebook.com/100146918034576,Orquidário Bauru,orquidariobauruoficial,2023-04-23,no,17501,Portuguese,no,5,4551
www.facebook.com/100146925794727,Oze Fierro,,2023-08-21,yes,51454,Spanish,no,5,1031
www.facebook.com/100146936235529,Md. Ashraful Alam,ashraful.llb.9,2023-09-01,no,6259,English,no,0,849
www.facebook.com/100146969116699,Thịnh Gaming,thinh1223,2023-09-07,yes,4063,Vietnamese,no,0,0
www.facebook.com/100147012179028,Liziel's Online Garden,lizielgarden21,2023-07-11,no,10162,English,no,6,2735
www.facebook.com/100147013080572,Čhãřmîñg RájKûmar Këwãt,United.State.66888,2023-07-11,no,10183,English,no,0,0
www.facebook.com/1001470160000225,รถแห่ โสพันธ์ ซาวด์,,2023-07-12,no,11836,Thai,no,0,0
www.facebook.com/100147069785324,Annabelle Reyes,,2023-09-11,no,5079,English,no,0,421
www.facebook.com/100147086245151,Ben C. Sabungan,Benjoekeith,2023-08-02,no,10533,English,no,1,414
www.facebook.com/100147088011934,Badong Aratiles Real Talk,aratilesrealtalk,2023-02-22,yes,27848,Tagalog,no,28,9463
www.facebook.com/100147128243599,Infinitely Superior,InfinitelySuperior,2023-01-13,no,16574,English,no,0,89
