URL,Content creator,Username,Date added,Facebook Page followers,Language,Blue verification,Videos published in the last 7 days,Median views per video (28 days)
https://www.facebook.com/100124322540866,Monica Sanchez,Monica Sanchez,2023-02-26,151,English,no,2,37
https://www.facebook.com/100124322907402,Catalina Amigues,catalina.amigues,2023-01-07,20990,Spanish,no,4,1236
https://www.facebook.com/100124335578107,Maury Dombue,Maury Dombue,2023-08-03,82,,no,2,2
https://www.facebook.com/100124343001190,DadJefferson Mauricio,labxkoc,2023-08-29,9389,English,no,0,379
https://www.facebook.com/100124349575267,Lorrissa Danny Logan,Lorrissa Danny Logan,2023-08-01,1329,English,no,0,207
https://www.facebook.com/100124364730139,Shravan kashyap vlog,ShravanKumaryt,2023-08-05,36363,Hindi,no,3,10418
https://www.facebook.com/100124375033056,YANETH ACUÑA,,2023-03-09,19499,Spanish,no,3,1454
https://www.facebook.com/100124379621740,Shakila Jani Sahin,Shakila Jani Sahin,2023-08-08,628,English,no,2,93
https://www.facebook.com/100124389426279,Desafio Cesar Mejia,Desafio Cesar Mejia,2023-05-10,764,Spanish,no,0,121
https://www.facebook.com/100124389571781,Theflako_FF,Theflako_FF,2023-09-19,16218,Spanish,no,4,7171
https://www.facebook.com/100124406322897,M Alam,M Alam,2023-08-30,3604,English,no,0,225
https://www.facebook.com/100124413100457,Jacquiline Roda,Jacquiline Roda,2023-08-05,4685,English,no,42,25
https://www.facebook.com/100124448807652,Life Of OviTasnime,Life Of OviTasnime,2023-03-08,3050,Bengali,no,1,314
https://www.facebook.com/100124456220059,Marco Solorio,Marco Solorio,2022-10-25,1115,Spanish,no,1,124
https://www.facebook.com/100124469731443,Leonite Madronero,Leonite Madronero,2023-08-15,321,English,no,21,75
https://www.facebook.com/100124472704459,Shar Ridgell,reeree.holdherown,2023-06-15,10876,English,no,0,298
https://www.facebook.com/100124485628046,Liberty Warrior Nation,movethelineforward,2023-07-15,10792,English,no,0,239
https://www.facebook.com/100124502425472,Uppukandam chattambimar,,2023-07-01,5112,Malayalam,no,2,676
https://www.facebook.com/100124503021809,Eva nys,Eva nys,2023-07-23,0,,no,0,0
https://www.facebook.com/100124506330736,Ahra Jeong,ahrajeong0202,2023-04-12,9642,English,no,9,241
https://www.facebook.com/100124522899626,Lovely Mendiola Bassas,Lovely Mendiola Bassas,2023-08-29,667,English,no,0,0
https://www.facebook.com/100124529755341,Cristine Sue,,2023-09-26,10546,English,no,8,697
https://www.facebook.com/100124549504722,Valo laga,Valo laga,2023-08-29,12349,,no,0,0
https://www.facebook.com/100124549547612,Pamelia Jean Stockstill Flippo,Pamelia Jean Stockstill Flippo,2022-12-23,294,English,no,0,109
https://www.facebook.com/100124552758691,Gunjan Yadav,Gunjan Yadav,2023-08-29,62107,English,no,2,121
https://www.facebook.com/100124552881482,Leonardo Valiente,Leonardo Valiente,2022-12-23,965,Spanish,no,0,0
https://www.facebook.com/100124559277357,Kastbhajandev Motars,Kastbhajandev Motars,2023-09-19,107,,no,5,92
https://www.facebook.com/100124582742142,Jay'Dah Marie,Jay'Dah Marie,2023-04-02,1011,English,no,0,0
https://www.facebook.com/100124592916556,Muhammad Nasser Al Darwish,Muhammad Nasser Al Darwish,2023-04-12,2096,Arabic,no,0,254
https://www.facebook.com/100124598993022,Roy Mata Paramedic,roymata01,2021-10-25,3162336,Spanish,no,8,20270
https://www.facebook.com/1001246073377276,On My Bike,onmybike2018,2023-07-21,27836,Thai,no,0,0
https://www.facebook.com/100124609621511,MD Anamul Haque,mdanamul.hoqqe,2023-08-29,23800,Bengali,no,9,870
https://www.facebook.com/100124638142226,Perlas ng Silangan,Perlas ng Silangan,2023-08-29,44130,Tagalog,no,0,0
https://www.facebook.com/100124669152597,Jammu Di Kudi,JammuDiKudii,2023-09-22,11665,English,no,2,54893
https://www.facebook.com/100124676279488,Evamarie Näslund,Evamarie Näslund,2022-11-28,287,Swedish,no,1,460
https://www.facebook.com/100124679673555,Stars Gaming,Stars Gaming,2023-05-25,4944,Indonesian,no,0,0
https://www.facebook.com/100124682917255,Relly L. Manalo,Relly L. Manalo,2023-08-05,25872,English,no,15,284
https://www.facebook.com/100124689600986,Merick Deo Madamba Fernandez,Merick Deo Madamba Fernandez,2023-04-27,102,English,no,2,184
https://www.facebook.com/100124693006267,Ирина Роман,Ирина Роман,2023-02-12,29,Russian,no,0,115
https://www.facebook.com/100124699201608,MariMed,,2023-09-20,16385,,no,6,1236
https://www.facebook.com/100124722071977,Big Baby Bling Boss LLC,Big Baby Bling Boss LLC,2022-11-02,2954,,no,4,17
https://www.facebook.com/100124722947985,Stephanie Seibel,Stephanie Seibel,2023-05-15,176,English,no,0,614
https://www.facebook.com/100124732934556,Juan Velazquez,,2023-08-29,8514,Spanish,no,4,106
https://www.facebook.com/100124756276205,Brown Jeanilyn,Brown Jeanilyn,2023-09-26,262,English,no,2,188
https://www.facebook.com/100124778192981,The Race,wearetherace,2023-07-21,28966,English,no,0,8245
https://www.facebook.com/100124789578015,Lifewith Faience,Lifewith Faience,2023-05-12,806,English,no,1,25
https://www.facebook.com/100124799741922,Debika Satapathi,Debika Satapathi,2023-08-25,2250,English,no,5,147
https://www.facebook.com/100124805871350,Courtney Fluellen,Courtney Fluellen,2022-11-28,1952,English,no,0,23
https://www.facebook.com/100124806206959,View Vorathida,View Vorathida,2023-05-10,149672,Thai,no,1,2467
https://www.facebook.com/100124812881429,Umesh Nandkumar,Umesh Nandkumar,2022-09-27,608,English,no,0,0
https://www.facebook.com/100124813019136,Ademilson Dias,ademilson.dias.7,2023-02-17,11648,Portuguese,no,8,259
https://www.facebook.com/100124826223978,Celia Juanillo Calis,Celia Juanillo Calis,2023-07-25,2550,English,no,32,62
https://www.facebook.com/100124839276045,Islamer pother jalsa,Islamer pother jalsa,2023-02-20,22815,English,no,0,0
https://www.facebook.com/100124869679377,Werita Macias,Werita Macias,2023-02-10,136,Spanish,no,0,0
https://www.facebook.com/100124875739761,Alanah Rae,Alanah.Rae.video,2023-06-12,225796,English,no,0,0
https://www.facebook.com/100124911661581,Grimbold25,Grimbold25,2022-10-28,4156,Spanish,no,1,691
https://www.facebook.com/100124912760443,Yadira Monje,YadiraMyka,2023-06-15,322267,Spanish,no,0,0
https://www.facebook.com/100124933011716,New Media,New Media,2023-08-29,2175,,no,0,11
https://www.facebook.com/100124962446528,非洲hello先生,fzxs123,2023-08-01,90565,Chinese,no,0,12699
https://www.facebook.com/100124971811023,Vanvan Motovlog,VanvanMotovlog,2023-07-25,26749,Tagalog,no,0,757
https://www.facebook.com/100125019706456,Johana Orozco,Johana Orozco,2023-08-04,144346,,no,15,1070
https://www.facebook.com/100125039566242,Gloire Gloire Mienn,Gloire Gloire Mienn,2023-05-16,1686,French,no,3,202
https://www.facebook.com/100125049681678,Joseline Vera,Joseline Vera,2023-02-12,385,Spanish,no,0,0
https://www.facebook.com/100125058407763,شيف سعيد . Chef Said,saisd.ramadan,2023-03-23,70457,Arabic,no,3,694
https://www.facebook.com/100125082942864,Nitin Thorat,Nitin Thorat,2023-08-01,6423,English,no,11,236
https://www.facebook.com/100125118349456,นินิว TKS.Academy,นินิว TKS.Academy,2023-03-23,1028,Thai,no,3,50
https://www.facebook.com/100125119340212,Street Sizzlermemphis,Street Sizzlermemphis,2023-09-08,169,English,no,14,13
https://www.facebook.com/100125146335885,Jocelyn Bogayan White,Jocelyn Bogayan White,2023-08-29,1524,English,no,10,55
https://www.facebook.com/100125163056945,Ava Hill,,2023-07-01,127054,,no,0,0
https://www.facebook.com/100125169799887,Frank Fernandez,Frank Fernandez,2023-09-28,811,English,no,20,73
https://www.facebook.com/100125198911052,Reviews_ByLiz,Reviews_ByLiz,2022-11-23,181,,no,0,0
https://www.facebook.com/100125199581269,Rakesh Boro,,2023-07-26,11409,English,no,4,1804
https://www.facebook.com/100125212704625,DrRomeo Banks,DrRomeo Banks,2023-08-29,1562,English,no,0,0
https://www.facebook.com/100125245005405,Rajeev Sirohi,Rajeev Sirohi,2023-07-06,40416,Hindi,no,0,0
https://www.facebook.com/100125252683585,Mi amorcito.,Mi amorcito.,2023-07-15,15652,,no,0,0
https://www.facebook.com/100125259837232,Linglom Rawai,Linglom Rawai,2023-07-18,604,Thai,no,1,243
https://www.facebook.com/100125273014522,Numerology Get free remedies for all problems through Numerology,,2023-07-21,80729,Hindi,no,8,654
https://www.facebook.com/100125279538412,Jeff Gann,Jeff Gann,2022-09-19,1117,English,no,0,0
https://www.facebook.com/100125289029385,Ohmiseriaccia,Ohmiseriaccia,2023-08-06,1673,,no,0,851
https://www.facebook.com/100125309619373,Aishling Ibe,,2023-08-01,5936,English,no,30,38
https://www.facebook.com/100125352903069,Silver Tilan,joan.gomezlujan.9,2023-03-08,5193,Spanish,no,0,655
https://www.facebook.com/100125356270300,Maria Aparecida Souza,Maria Aparecida Souza,2023-08-29,1268,Portuguese,no,2,56
https://www.facebook.com/100125362872752,Grace Mondala,Grace Mondala,2022-12-23,2545,English,no,1,387
https://www.facebook.com/100125362937012,Erika Mae Rebro,Erika Mae Rebro,2023-03-22,882,English,no,0,1065
https://www.facebook.com/100125363020529,Bor Da Do,Bor Da Do,2023-04-18,128,English,no,6,107
https://www.facebook.com/100125376296862,Sumi Ray,Sumi Ray,2023-01-28,723,Hindi,no,0,0
https://www.facebook.com/100125379612736,BudgetShopping_With_AS,,2023-04-20,17645,English,no,2,651
https://www.facebook.com/100125382542115,Yvette Beavers,Yvette Beavers,2023-05-23,253,English,no,1,20
https://www.facebook.com/100125386358129,Ambiya Ambiya,Ambiya Ambiya,2023-04-21,1534,English,no,2,295
https://www.facebook.com/100125396297570,Kayla Michelle,Kayla Michelle,2023-05-25,72,,no,6,102
https://www.facebook.com/100125411372022,Hasnaa Saif Aldeen,HasnaaSaifAldeen,2023-09-07,198816,Arabic,no,3,647
https://www.facebook.com/100125415375381,AMIRA BADR MUA,AMIRA BADR MUA,2023-07-03,11713,,no,0,0
https://www.facebook.com/100125416292795,Sharine Jayl Gaoiran,Sharine Jayl Gaoiran,2023-04-13,1080,English,no,15,534
https://www.facebook.com/100125432937026,Beth  August,Beth  August,2023-04-04,268,English,no,13,135
https://www.facebook.com/100125433187700,DrJairo Vasquez,DrJairo Vasquez,2023-08-04,359,Spanish,no,0,0
https://www.facebook.com/100125439681124,Raju Sarkar,Raju Sarkar,2023-09-07,1051,English,no,0,50
https://www.facebook.com/100125442912610,Mj Vllnva,aiyhen.villanueva.9,2023-08-29,5657,English,no,0,64
https://www.facebook.com/100125488107199,miss.wortel,miss.wortel,2023-07-21,63165,,no,4,37733
https://www.facebook.com/100125502676721,Nashawn Raines,Nashawnrainess,2023-07-21,72248,English,yes,1,1510
https://www.facebook.com/100125516252196,Liliana Beatriz Carballa,Liliana Beatriz Carballa,2023-09-27,1371,Spanish,no,0,95
https://www.facebook.com/100125529754989,Ate Rasha,rosemarie.baccay,2023-09-27,6128,English,no,16,180
https://www.facebook.com/100125572929790,Yadi Morningstar,Yadi Morningstar,2023-09-16,373,English,no,0,240
https://www.facebook.com/100125579461798,Charlot,Charlot,2023-03-20,412,,no,0,0
https://www.facebook.com/100125625031436,Sirbhoyet's Cookery,sirbhoyetmelo,2023-03-12,85391,Tagalog,no,0,0
https://www.facebook.com/1001256260080485,The Smith Fil-Am Family,The Smith Fil-Am Family,2022-12-16,726,English,no,2,47
https://www.facebook.com/100125639678376,Jennifer Lim - Tan,Jennifer Lim - Tan,2023-04-16,1506,English,no,8,211
https://www.facebook.com/100125642929409,Maritza Diaz la Llanerita,LaLlaneritaDiaz,2023-07-26,21745,Spanish,no,7,2133
https://www.facebook.com/100125656311740,Tecnocep,Tecnocep,2023-09-03,85,,no,0,616
https://www.facebook.com/100125666343401,Elizabeth Jane Polley,Elizabeth Jane Polley,2023-03-22,244,English,no,0,62
https://www.facebook.com/100125679692018,Melanya Charming Caballero,Melanya Charming Caballero,2023-08-05,318,English,no,1,28
https://www.facebook.com/100125685658430,Shivjikeupay,,2023-05-27,21417,Marathi,no,0,834
https://www.facebook.com/100125692965599,Ashish Yadav,Ashish Yadav,2023-04-12,227,English,no,6,71
https://www.facebook.com/100125698724066,Yo Soy Fabian Rojas,Yo Soy Fabian Rojas,2023-03-14,16582,Spanish,no,10,1716
https://www.facebook.com/100125706252155,Luis Eduardo Lopez Ramos,Luis Eduardo Lopez Ramos,2022-12-19,251,Spanish,no,0,124
https://www.facebook.com/100125736280333,Michelle L Gaines,Michelle L Gaines,2023-05-27,228,English,no,3,11
https://www.facebook.com/100125759343277,Lacy Roberts,Lacy Roberts,2022-10-12,2062,English,no,0,0
https://www.facebook.com/100125761874679,LET'S YOGA Center,LET'S YOGA Center,2023-03-26,687,Chinese,no,1,243
https://www.facebook.com/100125765109884,Plug Nation Inc.,Plug Nation Inc.,2023-09-28,82608,English,no,25,310
https://www.facebook.com/100125792914828,Jester Olsim Banayat,Jester Olsim Banayat,2023-08-29,524,English,no,0,0
https://www.facebook.com/100125796449161,Nooo Waaay,Nooo Waaay,2023-08-23,0,,no,0,0
https://www.facebook.com/100125799337147,Vuela alto Esther,,2022-11-06,16407,Spanish,no,7,0
https://www.facebook.com/100125809339680,Cody Maughan,Cody Maughan,2023-03-31,80,English,no,0,203
https://www.facebook.com/100125815709340,D Nath Blog,D Nath Blog,2023-04-14,1471,English,no,3,106
https://www.facebook.com/100125828388410,Nanay Talks,Nanay Talks,2023-08-15,100068,Tagalog,no,4,945
https://www.facebook.com/100125832940487,Lorelie Bayaborda Baraquiel,Lorelie Bayaborda Baraquiel,2023-08-05,321,Spanish,no,28,111
https://www.facebook.com/100125832943738,Sheila Marie DelaCruz Callos,Sheila Marie DelaCruz Callos,2023-08-22,1493,English,no,2,78
https://www.facebook.com/100125836206248,Ahmarr Melton,Ahmarr Melton,2022-12-16,2931,,no,0,0
https://www.facebook.com/100125848579084,Música y diversión,Música y diversión,2023-08-29,9861,Spanish,no,0,0
https://www.facebook.com/100125882924336,Ahmed Zebin,Ahmed Zebin,2023-08-29,803,Arabic,no,2,70
https://www.facebook.com/100125893007868,Griffy Man,Griffy Man,2023-08-29,213,English,no,4,98
https://www.facebook.com/100125902944661,गौतम् हिन्दु,गौतम् हिन्दु,2023-08-29,1050,English,no,0,0
https://www.facebook.com/100125949786534,Jackielyn Salimbago,Jackielyn Salimbago,2023-09-26,3806,English,no,7,106
https://www.facebook.com/100125959661868,Joyce Baricuatro Villarin,joyce.villarin,2023-08-06,5335,English,no,2,537
https://www.facebook.com/100125976378817,Nerissa Asuque Empleo,nerissaempleo,2023-09-26,10225,English,no,22,134
https://www.facebook.com/100125981880213,BUNGO TV,BUNGO TV,2023-08-29,83118,Tagalog,no,5,220
https://www.facebook.com/100125989693608,Md Junaed Hasan,Md Junaed Hasan,2023-08-29,2153,English,no,0,0
https://www.facebook.com/100125998166015,Feng Shui Lucky Charms And Crystals Bracelets Accessories,Feng Shui Lucky Charms And Crystals Bracelets Accessories,2023-02-20,7158,English,no,3,39
https://www.facebook.com/100125999555730,Selena Ramírez,Selena Ramírez,2023-05-18,44,English,no,0,184
https://www.facebook.com/100126002906372,Kher Alagdon Talledo,Kher Alagdon Talledo,2022-11-02,33,English,no,0,0
https://www.facebook.com/100126022738488,Maria Cruz,Maria Cruz,2023-08-29,2318,Spanish,no,2,137
https://www.facebook.com/100126039408540,Lott’s Pressure Washing,Lott’s Pressure Washing,2023-04-04,106,,no,0,0
https://www.facebook.com/100126042757539,Super Clips,Super Clips,2023-08-29,61740,,no,0,0
https://www.facebook.com/100126069389872,Matthew Biel,Matthew Biel,2023-08-29,13229,English,no,0,0
https://www.facebook.com/100126075886569,Osamamohamed,Osamamohamed,2023-03-22,5379,,no,0,0
https://www.facebook.com/100126079622422,Julieta Lezama,Julieta Lezama,2023-04-04,76,English,no,0,0
https://www.facebook.com/100126105188680,Shreya Chawla,Shreya Chawla,2022-12-23,68150,English,no,3,335
https://www.facebook.com/100126129573137,Murmu MK,manik.murmu.165,2023-09-27,8790,English,no,1,2013
https://www.facebook.com/100126136116026,Sabrina’s tiny world USA,,2023-03-09,13826,Bengali,no,0,0
https://www.facebook.com/100126143010496,Michelle Yang,Michelle Yang,2023-04-01,102,,no,7,86
https://www.facebook.com/100126149402680,Pt Arvind Garg,Pt Arvind Garg,2023-08-15,23899,,no,0,0
https://www.facebook.com/100126162930590,K Ajith Kumar,kajith.kumar.37,2023-03-24,101123,English,no,8,14572
https://www.facebook.com/100126166309524,𝐙𝐞𝐚𝐥,Zeal4,2023-09-22,58987,,no,9,19536
https://www.facebook.com/100126179569597,Güerita Adry Torres,Güerita Adry Torres,2022-12-23,717,Spanish,no,0,0
https://www.facebook.com/100126186255249,Naa Anveshana,NaaAnveshana007,2023-09-12,224297,,no,7,36561
https://www.facebook.com/100126193041256,Kreator Myśli podcast,Kreator Myśli podcast,2023-08-22,48,,no,6,42
https://www.facebook.com/100126193045860,Gomes Silvio Gomes,Gomes Silvio Gomes,2023-09-26,1590,Portuguese,no,64,15
https://www.facebook.com/100126198701000,Video Portalı,Video Portalı,2023-07-21,9842,,no,0,0
https://www.facebook.com/100126202702713,Irelle Scott Neal,IrelleScottNeal,2022-10-07,25714,English,no,4,171
https://www.facebook.com/100126222950482,Geolyos P. Arguelles,Geolyos P. Arguelles,2023-03-23,690,English,no,27,93
https://www.facebook.com/100126249770424,Wedding Wisdom,Wedding Wisdom,2023-07-26,228,,no,0,267
https://www.facebook.com/100126252911818,Zuly Gomez,Zuly Gomez,2023-05-10,7083,Spanish,no,0,0
https://www.facebook.com/100126256455140,Rafaela’silva,,2023-07-23,255366,,no,27,7520
https://www.facebook.com/100126269660555,Goldi Kumari,Goldi Kumari,2023-08-19,5187,English,no,11,99
https://www.facebook.com/100126289597417,Samantha Zeth Sj,Samantha Zeth Sj,2022-11-13,0,,no,0,0
https://www.facebook.com/100126316359781,Aarna Ki M,Aarna Ki M,2023-09-21,195938,English,no,17,12453
https://www.facebook.com/100126319581734,Madelyn Rose,Madelyn Rose,2023-05-17,406,,no,5,104
https://www.facebook.com/100126329343313,Jordan Scott Ketchum,Jordan Scott Ketchum,2022-09-27,8470,,no,0,0
https://www.facebook.com/100126331345086,ลุงศักดิ์ Channel,somsak61,2023-06-18,60533,Thai,no,6,2610
https://www.facebook.com/100126352367040,Freshly Smooth,Freshly Smooth,2022-11-03,7559,,no,5,201
https://www.facebook.com/100126362995213,Yadira Pan,Yadira Pan,2023-05-28,140246,,no,0,0
https://www.facebook.com/100126379554130,Jamie Hart,Jamie Hart,2022-12-16,4660,English,no,2,620
https://www.facebook.com/100126389707631,Alfer Suico,,2023-05-11,6911,English,no,1,73
https://www.facebook.com/100126396300631,Aicy Servano Lejesta,Aicy Servano Lejesta,2023-03-30,13413,English,no,3,138
https://www.facebook.com/100126422932524,Ellehcar Oicur,Ellehcar Oicur,2023-08-01,3232,English,no,1,31
https://www.facebook.com/100126449594113,C͜͡o͜͡r͜͡d͜͡e͜͡r͜͡o͜͡ FF͜͡e͜͡r͜͡c͜͡h͜͡i͜͡t͜͡o͜͡,C͜͡o͜͡r͜͡d͜͡e͜͡r͜͡o͜͡ FF͜͡e͜͡r͜͡c͜͡h͜͡i͜͡t͜͡o͜͡,2023-02-03,0,,no,0,0
https://www.facebook.com/100126452959359,Ivy Pacris Torreon,ivypt,2023-03-28,18938,English,no,10,184
https://www.facebook.com/100126456171898,El Hafsa,El Hafsa,2022-12-16,9138,,no,0,0
https://www.facebook.com/100126466237680,Cesar Santos,pcguitarrista10,2023-09-26,7920,Portuguese,no,10,332
https://www.facebook.com/100126472873546,Fhumulani Nemukula,Fhumulani Nemukula,2022-12-08,272,English,no,0,0
https://www.facebook.com/100126472949491,Pankaj Palwaliya,,2023-08-11,81150,English,no,1,4875
https://www.facebook.com/100126485912690,Desi Economist,desi.economist,2023-07-13,11494,English,no,9,1370
https://www.facebook.com/100126499613617,Melody Torres,Melody Torres,2023-03-24,246,English,no,0,52
https://www.facebook.com/100126499694347,Priyakon Phothet,Priyakon Phothet,2023-07-31,2739,Thai,no,2,69
https://www.facebook.com/100126502986165,Lordkido TV vlog,Lordkido TV vlog,2023-08-02,443,,no,0,93
https://www.facebook.com/100126506272565,सिंगर सूरज बेदर्दी,सिंगर सूरज बेदर्दी,2023-09-02,60810,Hindi,no,1,93
https://www.facebook.com/100126509402909,Jeffrey Dalnas,jdalnas,2022-12-16,16204,,no,1,5079
https://www.facebook.com/100126509632715,Ging Dela Cruz Perez,Ging Dela Cruz Perez,2023-04-13,367,English,no,15,70
https://www.facebook.com/100126509712799,Scotty Thunder Fox,scotty.fox23,2023-04-30,8727,English,no,0,2371
https://www.facebook.com/100126512736161,Desiree Monique Williams,Desiree Monique Williams,2022-10-30,1177,English,no,4,101
https://www.facebook.com/100126529544539,Ferhat Çelen,Ferhat Çelen,2022-12-29,287,Turkish,no,2,174
https://www.facebook.com/100126566070711,Tasha Nguyễn,Tasha Nguyễn,2023-08-18,27725,English,no,3,338
https://www.facebook.com/100126576272002,Adnan Ibrahimović,Adnan Ibrahimović,2023-08-29,2297,German,no,3,262
https://www.facebook.com/100126591993916,ผู้การGAMER,GamerSPHK,2023-08-15,6062,Thai,no,5,240
https://www.facebook.com/100126592906427,Stefan Julio Enescu,Stefan Julio Enescu,2023-08-01,65,Romanian,no,0,0
https://www.facebook.com/100126605099864,Best Home Budol Find's,Best Home Budol Find's,2023-02-12,6967,Tagalog,no,0,0
https://www.facebook.com/100126619583043,Ariel Elpedal,Ariel Elpedal,2023-08-05,12474,English,no,18,94
https://www.facebook.com/100126633009714,Hmong Tiag Los Dag,Hmong Tiag Los Dag,2023-06-04,539,English,no,0,0
https://www.facebook.com/100126639539475,Carlos Yael Villarreal Torres,Carlos Yael Villarreal Torres,2022-10-31,61,Spanish,no,0,0
https://www.facebook.com/100126669663705,Ngaœ Zoó,Ngaœ Zoó,2023-03-29,0,,no,0,0
https://www.facebook.com/100126702734874,Vikki Gladney,Vikki Gladney,2023-04-01,762,English,no,1,148
https://www.facebook.com/100126709551172,Horty Perez,Horty Perez,2023-04-20,25,Spanish,no,0,69
https://www.facebook.com/100126716177093,Kim Hand-Swanson,Kim Hand-Swanson,2023-05-19,174,French,no,7,136
https://www.facebook.com/100126732900388,Esteban Gonzalez,Esteban Gonzalez,2023-04-26,1004,Spanish,no,1,93
https://www.facebook.com/100126739552341,Recipes by nada nour,Recipes by nada nour,2023-04-30,41911,,no,16,387
https://www.facebook.com/100126746232680,ปวีณา ศรีวงษา,ปวีณา ศรีวงษา,2023-06-27,6243,Thai,no,0,305
https://www.facebook.com/100126756323246,Ririrundi,Ririrundi,2023-01-15,1756,Indonesian,no,2,57
https://www.facebook.com/100126759602582,PurpMan DaKing,PurpMan DaKing,2023-09-05,7319,English,no,0,0
https://www.facebook.com/100126769662434,Maymay Godinez Canon,maymay.canon,2023-08-15,6440,English,no,16,193
https://www.facebook.com/100126812873135,ايمن زهران,ايمن زهران,2023-01-26,2226,Arabic,no,0,0
https://www.facebook.com/100126866237447,Gustavo Rodrigues,Gustavo Rodrigues,2023-07-29,2939,Portuguese,no,0,0
https://www.facebook.com/100126888543777,༒TseLey. ༈ཚེ་ལས།,༒TseLey. ༈ཚེ་ལས།,2022-12-23,6582,English,no,3,13027
https://www.facebook.com/100126921929900,dibujos_de_mauricio,dibujos_de_mauricio,2023-05-12,1029,Spanish,no,2,159
https://www.facebook.com/100126939539694,Mostafa Tharwat,Mostafa Tharwat,2022-10-24,19861,Arabic,no,0,0
https://www.facebook.com/100126959785609,Md Anis Khan,Md Anis Khan,2023-09-05,17845,Bengali,no,20,331
https://www.facebook.com/100126965917960,Rachna's Centre,Rachna's Centre,2023-03-09,20394,,no,0,0
https://www.facebook.com/100126969681978,Cecille Constantino Tominio,Cecille Constantino Tominio,2023-08-29,0,,no,0,0
https://www.facebook.com/100126972795173,Honeysmacksvibes,Honeysmacksvibes,2022-12-18,2094,,no,6,13
https://www.facebook.com/100126978912273,Antonio Alejandro,,2023-08-09,28757,,no,3,0
https://www.facebook.com/100126986393166,Paulo Henrique Ferreira,henrique.ferreira.77312,2023-04-29,15951,Portuguese,no,0,0
https://www.facebook.com/100127002984882,Shady Elaraby,Shady Elaraby,2023-01-09,31976,Arabic,no,4,1593
https://www.facebook.com/100127012990737,Jonard Vlog,,2023-07-15,6128,English,no,13,103
https://www.facebook.com/100127019610204,MIND - WISE.1,MIND - WISE.1,2023-08-31,2035,,no,0,0
https://www.facebook.com/100127032894192,Surian's Josue,Surian's Josue,2023-03-08,660,Spanish,no,0,27
https://www.facebook.com/100127035896714,Milly's Place,Milly's Place,2023-08-22,1546,,no,1,211
https://www.facebook.com/100127052932302,Rakesh Kumar,Rakesh Kumar,2023-02-25,372,Hindi,no,2,171
https://www.facebook.com/100127089600873,Charan Raghu,Charan Raghu,2023-03-20,1687,English,no,0,0
https://www.facebook.com/100127122381294,อั่วแซ่บ : SAI AUA by Allmart,อั่วแซ่บ : SAI AUA by Allmart,2023-03-29,215,,no,5,14
https://www.facebook.com/100127124787322,Twoguns Gaming,Twoguns Gaming,2023-08-29,663,English,no,0,0
https://www.facebook.com/100127152906111,Alicia Salmon,Alicia Salmon,2022-12-23,30,English,no,0,796
https://www.facebook.com/100127159580919,Min Cess,Min Cess,2023-03-29,1016,English,no,0,193
https://www.facebook.com/100127166283261,Rahul Sahani,Rahul Sahani,2023-07-27,210,English,no,0,88
https://www.facebook.com/100127168803101,Sujana Jaman,Sujana Jaman,2023-08-10,304,English,no,20,8
https://www.facebook.com/100127172974421,Arvind Kushwaha,,2023-08-11,21752,Hindi,no,6,2299
https://www.facebook.com/100127182581621,Siwi's gaming,siwisgaming,2023-08-16,34690,Hindi,no,0,0
https://www.facebook.com/100127196054120,Valerie Fernandez,Valerie Fernandez,2023-08-01,1910,English,no,0,153
https://www.facebook.com/100127219419402,Achun The'Hunter,Achun The'Hunter,2023-08-31,113,Indonesian,no,8,40
https://www.facebook.com/100127246233663,Walid Abbes,Walid Abbes,2022-10-15,55,French,no,0,0
https://www.facebook.com/100127266343368,SpicyFood Bangla,SpicyFood Bangla,2023-04-16,1378,English,no,3,168
https://www.facebook.com/100127296069874,Joshua Talley,Joshua Talley,2022-09-26,410,English,no,0,0
https://www.facebook.com/100127316215280,Razz Anuj,Razz Anuj,2023-07-20,0,,no,0,0
https://www.facebook.com/100127322491134,Studio Nail’s & Beauty Vivian Montalvo.,Studio Nail’s & Beauty Vivian Montalvo.,2023-05-30,2239,,no,0,0
https://www.facebook.com/100127326293003,Zandra Mae Villegas Ballesteros,Zandra Mae Villegas Ballesteros,2023-03-22,0,,no,0,0
https://www.facebook.com/100127329678097,Ariful Islam Chowdhury,sameer.chowdhury.967806,2023-08-23,5422,English,no,11,295
https://www.facebook.com/100127332416250,Langit,Langit,2023-07-21,0,,no,0,0
https://www.facebook.com/100127332953165,Van Gloria,Van Gloria,2023-01-05,135,English,no,0,0
https://www.facebook.com/100127339556351,Weyden Pinedo,Weyden Pinedo,2023-04-26,463,Spanish,no,4,80
https://www.facebook.com/100127349650612,Elaine Ani Pol Garma,elaine.a.garma,2023-08-11,62214,English,no,11,259
https://www.facebook.com/100127352939166,Wannaya Wan Sukvijit,Wannaya Wan Sukvijit,2022-11-23,443,Thai,no,4,119
https://www.facebook.com/100127412759461,Felipe Tapia,Felipe Tapia,2023-05-21,1022,Spanish,no,3,83
https://www.facebook.com/100127452880834,Maryann Borce,Maryann Borce,2023-08-29,2284,English,no,0,0
https://www.facebook.com/100127455260159,Mhikee’s Shop,mgsonlineshopp,2023-08-29,150399,English,no,4,0
https://www.facebook.com/100127469621934,Jax The French Bulldog,jaxthefrenchhie,2023-02-17,29009,,no,2,7992
